satis_id,satis_tarihi,urun_id,adet,toplam_tutar,satis_durumu
2125,2025-08-11,URN-113,1,90,Tamamlandı
2126,2025-08-11,URN-126,1,950,Tamamlandı
2127,2025-08-12,URN-102,3,960,Tamamlandı
2128,2025-08-12,URN-107,3,600,Tamamlandı
2129,2025-08-12,URN-125,2,680,Tamamlandı
2130,2025-08-12,URN-120,3,1950,Tamamlandı
2131,2025-08-12,URN-121,1,320,Tamamlandı
2132,2025-08-12,URN-115,3,1650,Tamamlandı
2133,2025-08-12,URN-107,2,400,Tamamlandı
2134,2025-08-12,URN-104,2,420,Tamamlandı
2135,2025-08-12,URN-124,1,850,Tamamlandı
2136,2025-08-12,URN-107,1,200,Tamamlandı
2137,2025-08-13,URN-120,1,650,İade Edildi
2138,2025-08-13,URN-127,3,1740,İade Edildi
2139,2025-08-13,URN-125,2,680,Tamamlandı
2140,2025-08-13,URN-115,3,1650,Tamamlandı
2141,2025-08-13,URN-115,3,1650,Tamamlandı
2142,2025-08-13,URN-116,1,240,Tamamlandı
2143,2025-08-13,URN-109,1,600,Tamamlandı
2144,2025-08-13,URN-112,1,280,İade Edildi
2145,2025-08-14,URN-121,1,320,İade Edildi
2146,2025-08-14,URN-107,2,400,Tamamlandı
2147,2025-08-14,URN-108,1,850,Tamamlandı
2148,2025-08-14,URN-110,1,1200,Tamamlandı
2149,2025-08-14,URN-106,3,1350,Tamamlandı
2150,2025-08-14,URN-107,1,200,Tamamlandı
2151,2025-08-14,URN-114,1,50,Tamamlandı
2152,2025-08-14,URN-107,3,600,Tamamlandı
2153,2025-08-14,URN-103,3,540,Tamamlandı
2154,2025-08-14,URN-112,3,840,Tamamlandı
2155,2025-08-14,URN-107,1,200,Tamamlandı
2156,2025-08-14,URN-125,1,340,Tamamlandı
2157,2025-08-14,URN-121,2,640,Tamamlandı
2158,2025-08-15,URN-116,1,240,Tamamlandı
2159,2025-08-15,URN-116,2,480,Tamamlandı
2160,2025-08-15,URN-113,2,180,Tamamlandı
2161,2025-08-15,URN-114,2,100,Tamamlandı
2162,2025-08-15,URN-115,3,1650,Tamamlandı
2163,2025-08-15,URN-116,1,240,Tamamlandı
2164,2025-08-15,URN-105,1,380,Tamamlandı
2165,2025-08-15,URN-117,2,820,Tamamlandı
2166,2025-08-15,URN-101,1,750,Tamamlandı
2167,2025-08-16,URN-117,3,1230,Tamamlandı
2168,2025-08-16,URN-128,2,300,Tamamlandı
2169,2025-08-16,URN-121,2,640,Tamamlandı
2170,2025-08-16,URN-124,2,1700,Tamamlandı
2171,2025-08-16,URN-118,3,570,Tamamlandı
2172,2025-08-16,URN-107,1,200,Tamamlandı
2173,2025-08-16,URN-119,1,160,Tamamlandı
2174,2025-08-16,URN-127,2,1160,İade Edildi
2175,2025-08-16,URN-124,3,2550,Tamamlandı
2176,2025-08-16,URN-127,2,1160,Tamamlandı
2177,2025-08-16,URN-111,3,1050,Tamamlandı
2178,2025-08-16,URN-129,1,270,Tamamlandı
2179,2025-08-16,URN-120,3,1950,Tamamlandı
2180,2025-08-16,URN-101,3,2250,Tamamlandı
2181,2025-08-16,URN-116,2,480,Tamamlandı
2182,2025-08-16,URN-107,1,200,Tamamlandı
2183,2025-08-16,URN-107,3,600,Tamamlandı
2184,2025-08-16,URN-107,3,600,Tamamlandı
2185,2025-08-16,URN-122,2,800,Tamamlandı
2186,2025-08-16,URN-126,2,1900,Tamamlandı
2187,2025-08-16,URN-127,3,1740,Tamamlandı
2188,2025-08-17,URN-107,1,200,Tamamlandı
2189,2025-08-17,URN-122,2,800,Tamamlandı
2190,2025-08-17,URN-107,2,400,Tamamlandı
2191,2025-08-17,URN-114,3,150,Tamamlandı
2192,2025-08-17,URN-119,1,160,Tamamlandı
2193,2025-08-17,URN-103,2,360,Tamamlandı
2194,2025-08-17,URN-107,1,200,Tamamlandı
2195,2025-08-17,URN-121,2,640,İptal Edildi
2196,2025-08-17,URN-111,3,1050,Tamamlandı
2197,2025-08-17,URN-107,3,600,Tamamlandı
2198,2025-08-17,URN-105,3,1140,Tamamlandı
2199,2025-08-17,URN-119,3,480,Tamamlandı
2200,2025-08-17,URN-100,3,1350,İptal Edildi
2201,2025-08-17,URN-124,2,1700,Tamamlandı
2202,2025-08-17,URN-103,3,540,Tamamlandı
2203,2025-08-17,URN-114,1,50,Tamamlandı
2204,2025-08-17,URN-107,2,400,Tamamlandı
2205,2025-08-17,URN-107,1,200,Tamamlandı
2206,2025-08-17,URN-113,3,270,Tamamlandı
2207,2025-08-17,URN-107,3,600,Tamamlandı
2208,2025-08-17,URN-107,3,600,Tamamlandı
2209,2025-08-17,URN-109,2,1200,Tamamlandı
2210,2025-08-18,URN-101,1,750,Tamamlandı
2211,2025-08-18,URN-116,2,480,Tamamlandı
2212,2025-08-18,URN-107,3,600,Tamamlandı
2213,2025-08-18,URN-129,2,540,Tamamlandı
2214,2025-08-18,URN-103,3,540,Tamamlandı
2215,2025-08-18,URN-109,3,1800,Tamamlandı
2216,2025-08-18,URN-107,3,600,Tamamlandı
2217,2025-08-18,URN-107,3,600,Tamamlandı
2218,2025-08-18,URN-109,2,1200,Tamamlandı
2219,2025-08-18,URN-110,2,2400,Tamamlandı
2220,2025-08-18,URN-114,2,100,Tamamlandı
2221,2025-08-19,URN-117,3,1230,Tamamlandı
2222,2025-08-19,URN-114,1,50,Tamamlandı
2223,2025-08-19,URN-129,2,540,Tamamlandı
2224,2025-08-19,URN-108,3,2550,İade Edildi
2225,2025-08-19,URN-118,3,570,Tamamlandı
2226,2025-08-19,URN-123,3,660,Tamamlandı
2227,2025-08-19,URN-113,1,90,Tamamlandı
2228,2025-08-19,URN-102,3,960,Tamamlandı
2229,2025-08-19,URN-111,1,350,Tamamlandı
2230,2025-08-19,URN-125,3,1020,İptal Edildi
2231,2025-08-19,URN-122,3,1200,Tamamlandı
2232,2025-08-19,URN-112,3,840,Tamamlandı
2233,2025-08-19,URN-107,2,400,Tamamlandı
2234,2025-08-20,URN-119,1,160,İptal Edildi
2235,2025-08-20,URN-114,3,150,Tamamlandı
2236,2025-08-20,URN-124,3,2550,Tamamlandı
2237,2025-08-20,URN-119,2,320,Tamamlandı
2238,2025-08-20,URN-125,3,1020,Tamamlandı
2239,2025-08-20,URN-116,2,480,Tamamlandı
2240,2025-08-20,URN-113,2,180,Tamamlandı
2241,2025-08-20,URN-113,2,180,Tamamlandı
2242,2025-08-20,URN-107,1,200,Tamamlandı
2243,2025-08-20,URN-102,3,960,Tamamlandı
2244,2025-08-20,URN-129,1,270,Tamamlandı
2245,2025-08-21,URN-127,2,1160,Tamamlandı
2246,2025-08-21,URN-113,2,180,Tamamlandı
2247,2025-08-21,URN-108,2,1700,Tamamlandı
2248,2025-08-21,URN-107,3,600,İptal Edildi
2249,2025-08-21,URN-107,3,600,İade Edildi
2250,2025-08-21,URN-104,3,630,Tamamlandı
2251,2025-08-21,URN-120,2,1300,Tamamlandı
2252,2025-08-21,URN-102,1,320,Tamamlandı
2253,2025-08-21,URN-116,3,720,Tamamlandı
2254,2025-08-21,URN-122,1,400,Tamamlandı
2255,2025-08-21,URN-121,3,960,Tamamlandı
2256,2025-08-21,URN-120,2,1300,Tamamlandı
2257,2025-08-21,URN-101,3,2250,İptal Edildi
2258,2025-08-21,URN-107,2,400,Tamamlandı
2259,2025-08-22,URN-106,2,900,Tamamlandı
2260,2025-08-22,URN-107,3,600,Tamamlandı
2261,2025-08-22,URN-107,2,400,Tamamlandı
2262,2025-08-22,URN-120,3,1950,Tamamlandı
2263,2025-08-22,URN-107,3,600,Tamamlandı
2264,2025-08-22,URN-106,1,450,Tamamlandı
2265,2025-08-22,URN-128,1,150,Tamamlandı
2266,2025-08-22,URN-121,2,640,Tamamlandı
2267,2025-08-22,URN-114,1,50,Tamamlandı
2268,2025-08-22,URN-101,2,1500,Tamamlandı
2269,2025-08-22,URN-120,3,1950,Tamamlandı
2270,2025-08-22,URN-118,2,380,Tamamlandı
2271,2025-08-22,URN-125,2,680,Tamamlandı
2272,2025-08-22,URN-128,1,150,Tamamlandı
2273,2025-08-23,URN-107,3,600,Tamamlandı
2274,2025-08-23,URN-107,2,400,Tamamlandı
2275,2025-08-23,URN-110,1,1200,Tamamlandı
2276,2025-08-23,URN-112,1,280,Tamamlandı
2277,2025-08-23,URN-100,1,450,Tamamlandı
2278,2025-08-23,URN-103,2,360,Tamamlandı
2279,2025-08-23,URN-119,1,160,Tamamlandı
2280,2025-08-23,URN-103,3,540,İptal Edildi
2281,2025-08-23,URN-126,3,2850,Tamamlandı
2282,2025-08-23,URN-103,2,360,Tamamlandı
2283,2025-08-23,URN-126,2,1900,Tamamlandı
2284,2025-08-23,URN-117,2,820,Tamamlandı
2285,2025-08-23,URN-118,2,380,Tamamlandı
2286,2025-08-23,URN-121,1,320,Tamamlandı
2287,2025-08-23,URN-107,2,400,Tamamlandı
2288,2025-08-23,URN-102,1,320,İade Edildi
2289,2025-08-23,URN-106,1,450,Tamamlandı
2290,2025-08-23,URN-107,2,400,Tamamlandı
2291,2025-08-23,URN-101,3,2250,Tamamlandı
2292,2025-08-23,URN-100,3,1350,Tamamlandı
2293,2025-08-23,URN-117,3,1230,Tamamlandı
2294,2025-08-23,URN-114,2,100,Tamamlandı
2295,2025-08-24,URN-124,1,850,Tamamlandı
2296,2025-08-24,URN-100,2,900,İade Edildi
2297,2025-08-24,URN-112,2,560,İade Edildi
2298,2025-08-24,URN-102,3,960,İade Edildi
2299,2025-08-24,URN-112,1,280,İade Edildi
2300,2025-08-24,URN-116,1,240,Tamamlandı
2301,2025-08-24,URN-107,1,200,Tamamlandı
2302,2025-08-24,URN-103,3,540,Tamamlandı
2303,2025-08-24,URN-101,3,2250,Tamamlandı
2304,2025-08-24,URN-107,3,600,Tamamlandı
2305,2025-08-24,URN-112,2,560,Tamamlandı
2306,2025-08-24,URN-107,3,600,Tamamlandı
2307,2025-08-24,URN-104,3,630,Tamamlandı
2308,2025-08-24,URN-127,3,1740,Tamamlandı
2309,2025-08-24,URN-107,3,600,Tamamlandı
2310,2025-08-24,URN-117,3,1230,Tamamlandı
2311,2025-08-25,URN-104,1,210,Tamamlandı
2312,2025-08-25,URN-109,3,1800,Tamamlandı
2313,2025-08-25,URN-104,3,630,Tamamlandı
2314,2025-08-25,URN-122,3,1200,Tamamlandı
2315,2025-08-25,URN-104,3,630,Tamamlandı
2316,2025-08-25,URN-123,1,220,Tamamlandı
2317,2025-08-25,URN-107,1,200,Tamamlandı
2318,2025-08-25,URN-118,2,380,Tamamlandı
2319,2025-08-25,URN-101,3,2250,Tamamlandı
2320,2025-08-25,URN-121,2,640,Tamamlandı
2321,2025-08-25,URN-100,3,1350,İptal Edildi
2322,2025-08-25,URN-117,2,820,Tamamlandı
2323,2025-08-25,URN-107,3,600,Tamamlandı
2324,2025-08-25,URN-107,3,600,Tamamlandı
2325,2025-08-25,URN-106,1,450,Tamamlandı
2326,2025-08-26,URN-100,1,450,Tamamlandı
2327,2025-08-26,URN-115,3,1650,Tamamlandı
2328,2025-08-26,URN-110,1,1200,Tamamlandı
2329,2025-08-26,URN-107,3,600,Tamamlandı
2330,2025-08-26,URN-106,1,450,Tamamlandı
2331,2025-08-26,URN-107,2,400,Tamamlandı
2332,2025-08-26,URN-101,3,2250,Tamamlandı
2333,2025-08-26,URN-122,1,400,Tamamlandı
2334,2025-08-26,URN-119,2,320,Tamamlandı
2335,2025-08-26,URN-120,1,650,Tamamlandı
2336,2025-08-26,URN-107,2,400,Tamamlandı
2337,2025-08-27,URN-102,1,320,Tamamlandı
2338,2025-08-27,URN-107,1,200,Tamamlandı
2339,2025-08-27,URN-105,3,1140,Tamamlandı
2340,2025-08-27,URN-107,3,600,Tamamlandı
2341,2025-08-27,URN-107,2,400,Tamamlandı
2342,2025-08-27,URN-106,2,900,Tamamlandı
2343,2025-08-27,URN-122,3,1200,Tamamlandı
2344,2025-08-27,URN-128,1,150,Tamamlandı
2345,2025-08-28,URN-124,2,1700,Tamamlandı
2346,2025-08-28,URN-100,1,450,Tamamlandı
2347,2025-08-28,URN-109,3,1800,Tamamlandı
2348,2025-08-28,URN-126,1,950,Tamamlandı
2349,2025-08-28,URN-120,2,1300,Tamamlandı
2350,2025-08-28,URN-110,1,1200,Tamamlandı
2351,2025-08-28,URN-107,1,200,Tamamlandı
2352,2025-08-28,URN-104,3,630,Tamamlandı
2353,2025-08-28,URN-110,3,3600,Tamamlandı
2354,2025-08-28,URN-120,2,1300,Tamamlandı
2355,2025-08-28,URN-125,2,680,Tamamlandı
2356,2025-08-28,URN-124,3,2550,Tamamlandı
2357,2025-08-29,URN-107,3,600,Tamamlandı
2358,2025-08-29,URN-114,3,150,Tamamlandı
2359,2025-08-29,URN-125,1,340,Tamamlandı
2360,2025-08-29,URN-125,2,680,Tamamlandı
2361,2025-08-29,URN-101,3,2250,Tamamlandı
2362,2025-08-30,URN-119,2,320,Tamamlandı
2363,2025-08-30,URN-104,3,630,Tamamlandı
2364,2025-08-30,URN-107,3,600,Tamamlandı
2365,2025-08-30,URN-102,2,640,Tamamlandı
2366,2025-08-30,URN-112,3,840,Tamamlandı
2367,2025-08-30,URN-126,2,1900,Tamamlandı
2368,2025-08-30,URN-126,1,950,Tamamlandı
2369,2025-08-30,URN-107,1,200,İade Edildi
2370,2025-08-30,URN-104,1,210,Tamamlandı
2371,2025-08-30,URN-128,2,300,Tamamlandı
2372,2025-08-30,URN-110,3,3600,Tamamlandı
2373,2025-08-30,URN-106,1,450,Tamamlandı
2374,2025-08-30,URN-108,3,2550,Tamamlandı
2375,2025-08-30,URN-114,3,150,Tamamlandı
2376,2025-08-30,URN-107,2,400,Tamamlandı
2377,2025-08-30,URN-107,2,400,Tamamlandı
2378,2025-08-30,URN-107,1,200,Tamamlandı
2379,2025-08-30,URN-119,1,160,Tamamlandı
2380,2025-08-30,URN-107,2,400,Tamamlandı
2381,2025-08-31,URN-107,3,600,Tamamlandı
2382,2025-08-31,URN-129,2,540,Tamamlandı
2383,2025-08-31,URN-112,1,280,Tamamlandı
2384,2025-08-31,URN-121,2,640,İptal Edildi
2385,2025-08-31,URN-105,3,1140,İade Edildi
2386,2025-08-31,URN-116,2,480,Tamamlandı
2387,2025-08-31,URN-122,2,800,Tamamlandı
2388,2025-08-31,URN-120,1,650,İptal Edildi
2389,2025-08-31,URN-118,1,190,Tamamlandı
2390,2025-08-31,URN-124,1,850,Tamamlandı
2391,2025-08-31,URN-115,3,1650,Tamamlandı
2392,2025-08-31,URN-107,2,400,Tamamlandı
2393,2025-08-31,URN-107,3,600,Tamamlandı
2394,2025-08-31,URN-127,2,1160,İptal Edildi
2395,2025-08-31,URN-107,2,400,Tamamlandı
2396,2025-08-31,URN-107,2,400,Tamamlandı
2397,2025-08-31,URN-125,3,1020,Tamamlandı
2398,2025-08-31,URN-122,3,1200,Tamamlandı
2399,2025-09-01,URN-124,1,850,Tamamlandı
2400,2025-09-01,URN-111,2,700,Tamamlandı
2401,2025-09-01,URN-121,2,640,Tamamlandı
2402,2025-09-01,URN-101,3,2250,Tamamlandı
2403,2025-09-01,URN-101,3,2250,Tamamlandı
2404,2025-09-01,URN-123,3,660,Tamamlandı
2405,2025-09-01,URN-114,1,50,Tamamlandı
2406,2025-09-01,URN-104,3,630,İade Edildi
2407,2025-09-01,URN-117,2,820,Tamamlandı
2408,2025-09-02,URN-103,2,360,Tamamlandı
2409,2025-09-02,URN-115,2,1100,Tamamlandı
2410,2025-09-02,URN-125,2,680,Tamamlandı
2411,2025-09-02,URN-112,2,560,Tamamlandı
2412,2025-09-02,URN-101,3,2250,Tamamlandı
2413,2025-09-02,URN-101,2,1500,Tamamlandı
2414,2025-09-02,URN-105,1,380,Tamamlandı
2415,2025-09-02,URN-121,1,320,Tamamlandı
2416,2025-09-02,URN-114,3,150,Tamamlandı
2417,2025-09-02,URN-118,1,190,Tamamlandı
2418,2025-09-02,URN-107,1,200,Tamamlandı
2419,2025-09-02,URN-108,2,1700,Tamamlandı
2420,2025-09-02,URN-102,1,320,Tamamlandı
2421,2025-09-02,URN-119,3,480,İade Edildi
2422,2025-09-02,URN-109,1,600,İptal Edildi
2423,2025-09-02,URN-123,2,440,İptal Edildi
2424,2025-09-02,URN-107,1,200,Tamamlandı
2425,2025-09-02,URN-113,1,90,İade Edildi
2426,2025-09-02,URN-121,1,320,Tamamlandı
2427,2025-09-03,URN-101,1,750,Tamamlandı
2428,2025-09-03,URN-101,2,1500,Tamamlandı
2429,2025-09-03,URN-101,3,2250,Tamamlandı
2430,2025-09-03,URN-111,1,350,İptal Edildi
2431,2025-09-03,URN-101,1,750,Tamamlandı
2432,2025-09-03,URN-102,1,320,İptal Edildi
2433,2025-09-03,URN-118,1,190,Tamamlandı
2434,2025-09-03,URN-107,3,600,Tamamlandı
2435,2025-09-03,URN-112,3,840,Tamamlandı
2436,2025-09-03,URN-102,2,640,Tamamlandı
2437,2025-09-03,URN-100,1,450,Tamamlandı
2438,2025-09-04,URN-119,3,480,Tamamlandı
2439,2025-09-04,URN-124,2,1700,İade Edildi
2440,2025-09-04,URN-102,2,640,Tamamlandı
2441,2025-09-04,URN-101,2,1500,Tamamlandı
2442,2025-09-04,URN-120,2,1300,Tamamlandı
2443,2025-09-04,URN-104,2,420,Tamamlandı
2444,2025-09-04,URN-114,2,100,Tamamlandı
2445,2025-09-04,URN-126,3,2850,Tamamlandı
2446,2025-09-04,URN-100,3,1350,Tamamlandı
2447,2025-09-04,URN-110,1,1200,Tamamlandı
2448,2025-09-04,URN-108,1,850,Tamamlandı
2449,2025-09-04,URN-107,1,200,Tamamlandı
2450,2025-09-04,URN-101,3,2250,Tamamlandı
2451,2025-09-05,URN-115,3,1650,Tamamlandı
2452,2025-09-05,URN-111,2,700,Tamamlandı
2453,2025-09-05,URN-104,1,210,Tamamlandı
2454,2025-09-05,URN-112,1,280,Tamamlandı
2455,2025-09-05,URN-120,2,1300,Tamamlandı
2456,2025-09-05,URN-108,1,850,Tamamlandı
2457,2025-09-05,URN-116,3,720,Tamamlandı
2458,2025-09-05,URN-122,3,1200,Tamamlandı
2459,2025-09-05,URN-112,3,840,Tamamlandı
2460,2025-09-05,URN-128,2,300,Tamamlandı
2461,2025-09-05,URN-110,2,2400,Tamamlandı
2462,2025-09-05,URN-101,2,1500,Tamamlandı
2463,2025-09-05,URN-110,2,2400,Tamamlandı
2464,2025-09-05,URN-114,3,150,Tamamlandı
2465,2025-09-05,URN-111,1,350,Tamamlandı
2466,2025-09-05,URN-108,2,1700,Tamamlandı
2467,2025-09-05,URN-121,1,320,Tamamlandı
2468,2025-09-05,URN-101,2,1500,Tamamlandı
2469,2025-09-06,URN-106,2,900,Tamamlandı
2470,2025-09-06,URN-107,1,200,Tamamlandı
2471,2025-09-06,URN-115,1,550,İptal Edildi
2472,2025-09-06,URN-125,1,340,Tamamlandı
2473,2025-09-06,URN-106,2,900,Tamamlandı
2474,2025-09-06,URN-126,3,2850,Tamamlandı
2475,2025-09-06,URN-100,3,1350,Tamamlandı
2476,2025-09-06,URN-115,1,550,Tamamlandı
2477,2025-09-06,URN-112,3,840,Tamamlandı
2478,2025-09-06,URN-116,2,480,Tamamlandı
2479,2025-09-06,URN-117,1,410,İade Edildi
2480,2025-09-06,URN-105,3,1140,Tamamlandı
2481,2025-09-06,URN-116,3,720,İade Edildi
2482,2025-09-06,URN-115,3,1650,Tamamlandı
2483,2025-09-06,URN-109,1,600,Tamamlandı
2484,2025-09-06,URN-123,3,660,Tamamlandı
2485,2025-09-06,URN-109,3,1800,Tamamlandı
2486,2025-09-06,URN-101,3,2250,Tamamlandı
2487,2025-09-06,URN-115,3,1650,Tamamlandı
2488,2025-09-06,URN-127,3,1740,Tamamlandı
2489,2025-09-06,URN-120,1,650,Tamamlandı
2490,2025-09-06,URN-101,3,2250,Tamamlandı
2491,2025-09-07,URN-106,1,450,Tamamlandı
2492,2025-09-07,URN-104,1,210,Tamamlandı
2493,2025-09-07,URN-103,1,180,Tamamlandı
2494,2025-09-07,URN-103,2,360,Tamamlandı
2495,2025-09-07,URN-129,1,270,Tamamlandı
2496,2025-09-07,URN-104,2,420,Tamamlandı
2497,2025-09-07,URN-117,3,1230,Tamamlandı
2498,2025-09-07,URN-101,2,1500,Tamamlandı
2499,2025-09-07,URN-125,2,680,İptal Edildi
2500,2025-09-07,URN-126,1,950,Tamamlandı
2501,2025-09-07,URN-103,3,540,Tamamlandı
2502,2025-09-07,URN-118,3,570,Tamamlandı
2503,2025-09-07,URN-125,1,340,Tamamlandı
2504,2025-09-07,URN-124,3,2550,Tamamlandı
2505,2025-09-07,URN-102,1,320,Tamamlandı
2506,2025-09-07,URN-109,1,600,Tamamlandı
2507,2025-09-08,URN-119,3,480,Tamamlandı
2508,2025-09-08,URN-118,1,190,İade Edildi
2509,2025-09-08,URN-120,1,650,Tamamlandı
2510,2025-09-08,URN-124,1,850,Tamamlandı
2511,2025-09-08,URN-114,3,150,Tamamlandı
2512,2025-09-08,URN-113,2,180,Tamamlandı
2513,2025-09-08,URN-126,2,1900,Tamamlandı
2514,2025-09-08,URN-127,2,1160,Tamamlandı
2515,2025-09-08,URN-127,3,1740,Tamamlandı
2516,2025-09-08,URN-104,2,420,Tamamlandı
2517,2025-09-09,URN-120,1,650,Tamamlandı
2518,2025-09-09,URN-112,3,840,Tamamlandı
2519,2025-09-09,URN-110,1,1200,Tamamlandı
2520,2025-09-09,URN-122,2,800,Tamamlandı
2521,2025-09-09,URN-105,1,380,Tamamlandı
2522,2025-09-09,URN-119,3,480,Tamamlandı
2523,2025-09-09,URN-119,2,320,Tamamlandı
2524,2025-09-09,URN-125,1,340,Tamamlandı
2525,2025-09-09,URN-122,2,800,Tamamlandı
2526,2025-09-09,URN-108,3,2550,Tamamlandı
2527,2025-09-10,URN-127,3,1740,Tamamlandı
2528,2025-09-10,URN-129,3,810,Tamamlandı
2529,2025-09-10,URN-109,2,1200,Tamamlandı
2530,2025-09-10,URN-128,3,450,Tamamlandı
2531,2025-09-10,URN-120,2,1300,Tamamlandı
2532,2025-09-11,URN-119,2,320,Tamamlandı
2533,2025-09-11,URN-108,1,850,Tamamlandı
2534,2025-09-11,URN-129,3,810,Tamamlandı
2535,2025-09-11,URN-101,1,750,Tamamlandı
2536,2025-09-11,URN-103,1,180,Tamamlandı
2537,2025-09-11,URN-118,1,190,Tamamlandı
2538,2025-09-11,URN-125,2,680,İade Edildi
2539,2025-09-11,URN-119,2,320,Tamamlandı
2540,2025-09-12,URN-101,1,750,Tamamlandı
2541,2025-09-12,URN-129,3,810,İptal Edildi
2542,2025-09-12,URN-119,1,160,Tamamlandı
2543,2025-09-12,URN-116,2,480,Tamamlandı
2544,2025-09-12,URN-128,3,450,Tamamlandı
2545,2025-09-12,URN-101,2,1500,Tamamlandı
2546,2025-09-12,URN-101,2,1500,Tamamlandı
2547,2025-09-12,URN-101,1,750,Tamamlandı
2548,2025-09-12,URN-121,2,640,İptal Edildi
2549,2025-09-12,URN-126,2,1900,Tamamlandı
2550,2025-09-12,URN-110,3,3600,Tamamlandı
2551,2025-09-12,URN-114,3,150,İptal Edildi
2552,2025-09-12,URN-122,1,400,Tamamlandı
2553,2025-09-13,URN-101,3,2250,Tamamlandı
2554,2025-09-13,URN-101,2,1500,Tamamlandı
2555,2025-09-13,URN-107,2,400,Tamamlandı
2556,2025-09-13,URN-101,1,750,Tamamlandı
2557,2025-09-13,URN-101,1,750,Tamamlandı
2558,2025-09-13,URN-123,3,660,Tamamlandı
2559,2025-09-13,URN-115,3,1650,İade Edildi
2560,2025-09-13,URN-109,2,1200,Tamamlandı
2561,2025-09-13,URN-100,3,1350,Tamamlandı
2562,2025-09-13,URN-108,1,850,İptal Edildi
2563,2025-09-14,URN-101,3,2250,Tamamlandı
2564,2025-09-14,URN-116,3,720,Tamamlandı
2565,2025-09-14,URN-128,2,300,Tamamlandı
2566,2025-09-14,URN-101,3,2250,Tamamlandı
2567,2025-09-14,URN-122,3,1200,Tamamlandı
2568,2025-09-14,URN-101,1,750,Tamamlandı
2569,2025-09-14,URN-100,2,900,Tamamlandı
2570,2025-09-14,URN-117,1,410,İade Edildi
2571,2025-09-14,URN-112,2,560,Tamamlandı
2572,2025-09-14,URN-107,2,400,Tamamlandı
2573,2025-09-14,URN-112,2,560,Tamamlandı
2574,2025-09-14,URN-116,2,480,Tamamlandı
2575,2025-09-14,URN-101,1,750,Tamamlandı
2576,2025-09-14,URN-106,1,450,Tamamlandı
2577,2025-09-14,URN-113,1,90,Tamamlandı
2578,2025-09-15,URN-101,2,1500,Tamamlandı
2579,2025-09-15,URN-118,1,190,Tamamlandı
2580,2025-09-15,URN-105,1,380,Tamamlandı
2581,2025-09-15,URN-101,1,750,Tamamlandı
2582,2025-09-15,URN-123,3,660,Tamamlandı
2583,2025-09-15,URN-100,2,900,Tamamlandı
2584,2025-09-15,URN-124,2,1700,Tamamlandı
2585,2025-09-15,URN-115,3,1650,Tamamlandı
2586,2025-09-15,URN-123,1,220,Tamamlandı
2587,2025-09-15,URN-101,2,1500,İade Edildi
2588,2025-09-15,URN-113,1,90,Tamamlandı
2589,2025-09-16,URN-111,3,1050,Tamamlandı
2590,2025-09-16,URN-105,3,1140,Tamamlandı
2591,2025-09-16,URN-123,1,220,Tamamlandı
2592,2025-09-16,URN-101,1,750,Tamamlandı
2593,2025-09-16,URN-111,1,350,Tamamlandı
2594,2025-09-16,URN-101,2,1500,Tamamlandı
2595,2025-09-16,URN-109,1,600,Tamamlandı
2596,2025-09-16,URN-111,3,1050,Tamamlandı
2597,2025-09-16,URN-105,2,760,Tamamlandı
2598,2025-09-16,URN-100,3,1350,Tamamlandı
2599,2025-09-16,URN-124,3,2550,Tamamlandı
2600,2025-09-16,URN-101,3,2250,Tamamlandı
2601,2025-09-16,URN-127,2,1160,İptal Edildi
2602,2025-09-16,URN-103,1,180,Tamamlandı
2603,2025-09-16,URN-106,3,1350,Tamamlandı
2604,2025-09-17,URN-112,2,560,İptal Edildi
2605,2025-09-17,URN-110,1,1200,Tamamlandı
2606,2025-09-17,URN-111,3,1050,Tamamlandı
2607,2025-09-17,URN-126,3,2850,Tamamlandı
2608,2025-09-17,URN-125,2,680,Tamamlandı
2609,2025-09-17,URN-122,1,400,Tamamlandı
2610,2025-09-18,URN-119,2,320,Tamamlandı
2611,2025-09-18,URN-101,1,750,Tamamlandı
2612,2025-09-18,URN-105,1,380,Tamamlandı
2613,2025-09-18,URN-125,1,340,Tamamlandı
2614,2025-09-18,URN-101,2,1500,Tamamlandı
2615,2025-09-18,URN-102,2,640,Tamamlandı
2616,2025-09-18,URN-122,3,1200,Tamamlandı
2617,2025-09-18,URN-124,3,2550,Tamamlandı
2618,2025-09-18,URN-127,2,1160,Tamamlandı
2619,2025-09-19,URN-116,1,240,Tamamlandı
2620,2025-09-19,URN-112,1,280,Tamamlandı
2621,2025-09-19,URN-101,2,1500,Tamamlandı
2622,2025-09-19,URN-120,3,1950,Tamamlandı
2623,2025-09-19,URN-123,1,220,Tamamlandı
2624,2025-09-19,URN-121,2,640,Tamamlandı
2625,2025-09-19,URN-112,2,560,Tamamlandı
2626,2025-09-19,URN-117,3,1230,Tamamlandı
2627,2025-09-19,URN-101,2,1500,Tamamlandı
2628,2025-09-19,URN-122,1,400,Tamamlandı
2629,2025-09-19,URN-121,3,960,Tamamlandı
2630,2025-09-19,URN-106,1,450,Tamamlandı
2631,2025-09-19,URN-108,3,2550,Tamamlandı
2632,2025-09-19,URN-101,3,2250,Tamamlandı
2633,2025-09-20,URN-109,3,1800,Tamamlandı
2634,2025-09-20,URN-126,2,1900,Tamamlandı
2635,2025-09-20,URN-127,2,1160,Tamamlandı
2636,2025-09-20,URN-116,2,480,Tamamlandı
